0, 646.428
2, 646.776
4, 648.877
6, 649.932
8, 650.991
10, 652.053
12, 653.119
14, 654.188
16, 655.261
18, 656.337
20, 657.237
22, 658.32
24, 659.225
26, 660.132
28, 661.042
30, 661.955
32, 662.87
34, 663.604
36, 664.523
38, 665.261
40, 666.185
42, 666.926
44, 667.669
46, 668.414
48, 669.16
50, 669.908
