0, 646.428
2, 646.776
4, 648.526
6, 649.58
8, 650.461
10, 651.345
12, 652.408
14, 653.297
16, 654.188
18, 655.082
20, 655.978
22, 656.697
24, 657.597
26, 658.32
28, 659.043
30, 659.95
32, 660.678
34, 661.407
36, 662.138
38, 662.87
40, 663.42
42, 664.155
44, 664.892
46, 665.445
48, 666.185
50, 666.741
