0, 646.428
2, 646.602
4, 648.175
6, 649.053
8, 649.932
10, 650.638
12, 651.522
14, 652.231
16, 652.941
18, 653.653
20, 654.545
22, 655.082
24, 655.799
26, 656.517
28, 657.237
30, 657.778
32, 658.5
34, 659.043
36, 659.587
38, 660.314
40, 660.86
42, 661.407
44, 661.955
46, 662.503
48, 663.053
50, 663.42
