0, 646.428
2, 646.428
4, 646.951
6, 647.65
8, 648
10, 648.35
12, 648.877
14, 649.053
16, 649.404
18, 649.756
20, 650.108
22, 650.461
24, 650.814
26, 650.991
28, 651.345
30, 651.522
32, 651.876
34, 652.053
36, 652.408
38, 652.586
40, 652.763
42, 653.119
44, 653.297
46, 653.475
48, 653.653
50, 654.01
