0, 646.253
8, 648.526
16, 650.638
24, 652.408
32, 654.01
40, 655.44
48, 656.697
56, 657.958
64, 659.043
72, 659.95
80, 660.678
88, 661.407
96, 662.138
104, 662.687
112, 663.237
120, 663.787
128, 664.339
136, 664.708
144, 665.261
152, 665.63
160, 666
168, 666.37
176, 666.555
184, 666.926
192, 667.298
200, 667.483
208, 667.669
216, 667.855
224, 668.041
232, 668.227
240, 668.414
248, 668.6
256, 668.787
264, 668.973
272, 669.16
280, 669.16
288, 669.347
296, 669.534
304, 669.534
312, 669.721
320, 669.721
328, 669.721
336, 669.908
344, 669.908
352, 670.095
360, 670.095
368, 670.095
376, 670.095
384, 670.282
392, 670.282
400, 670.282
