0, 646.253
8, 652.231
16, 657.597
24, 662.503
32, 667.298
40, 671.597
48, 675.571
56, 679.592
64, 683.466
72, 686.401
80, 689.362
88, 692.148
96, 694.755
104, 697.382
112, 699.825
120, 702.079
128, 704.348
136, 706.423
144, 708.511
152, 710.611
160, 712.511
168, 714.209
176, 716.129
184, 717.629
192, 799.733
200, 800
208, 624.375
216, 723.695
224, 626.66
232, 628.302
240, 630.118
248, 631.945
256, 633.95
264, 635.8
272, 637.999
280, 640.043
288, 642.1
296, 644.17
304, 646.253
312, 648.35
320, 737.95
328, 652.408
336, 739.772
344, 740.457
352, 741.144
360, 742.061
368, 742.751
376, 664.155
384, 666
392, 744.596
400, 745.291
