0, 646.253
8, 650.991
16, 655.261
24, 659.225
32, 662.87
40, 666.185
48, 669.16
56, 672.161
64, 675
72, 677.288
80, 679.399
88, 681.33
96, 683.272
104, 685.029
112, 686.795
120, 688.57
128, 689.957
136, 691.549
144, 692.948
152, 694.353
160, 695.561
168, 696.774
176, 697.991
184, 699.009
192, 700.029
200, 701.053
208, 702.079
216, 702.902
224, 703.728
232, 704.555
240, 705.384
248, 706.215
256, 623.888
264, 707.674
272, 708.301
280, 708.93
288, 709.559
296, 629.291
304, 630.781
312, 711.243
320, 633.783
328, 635.294
336, 636.813
344, 638.339
352, 639.872
360, 641.413
368, 714.422
376, 714.848
384, 645.905
392, 647.3
400, 715.915
